Opening Id;Type;Peculiar Type;House Id;Bigger Area Room;Passing Standing Bigger Room;Bigger Area Room Type;Bigger Area Room m2;Smaller Area Room;Passing Standing Smaller Room;Smaller Area Room Type;Smaller Area Room m2;Width (cm);Height (cm);Length (cm);Level of Preservation;Id Threshold Sill;Id Lintel;Floor;Distance from Ground (cm);Frame Trace;Lintel Type;House Id:1;House Type;Date;Period;Town;Data Method;Total Square Meter (m2);Id Lintel:1;Lintel Length (cm);Lintel Width (cm);Lintel Thickness (cm);Lintel Material;Lintel Doorstop Width (cm);Lintel Tenon Hole Number;Lintel Hinge Hole Number;Lintel Bolt Hole Number;Id Threshold Sill:1;Threshold Sill Length (cm);Threshold Sill Width (cm);Threshold Sill Thickness (cm);Threshold Sill Material;Threshold Sill Type;Threshold Sill Doorstop Width (cm);Threshold Sill Tenon Hole Number;Threshold Sill Hinge Hole Number;Threshold Sill Bolt Hole Number;Threshold Sill Shutter Erosion;Threshold Sill Folding Door Channel;Outside_Inside
761;WINDOW;NO;CASE A GIARDINO APP 14 2;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;4828;148;;60;2;;;G;134;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
762;DOORWAY;NO;CASE A GIARDINO APP 14 2;RECEPTION ROOM;STANDING;PUBLIC ROOM;4828;CORRIDOR;PASSING;PUBLIC ROOM;593;121;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;;;;;;;;;;;;;INSIDE
763;DOORWAY;NO;CASE A GIARDINO APP 14 2;GARDEN;STANDING;OPEN SPACES;4394;TABERNA;STANDING;PUBLIC ROOM;2764;260;;61;2;T0763;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;T0763;43;260;23;LIMESTONE;F;11;0;7;0;NO;YES;OUTSIDE
764;DOORWAY;NO;CASE A GIARDINO APP 14 2;CORRIDOR;PASSING;PUBLIC ROOM;593;SERVICE ROOM;STANDING;SERVICE ROOM;533;110;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;;;;;;;;;;;;;INSIDE
765;DOORWAY;BETWEEN FLATS;CASE A GIARDINO APP 14 2;CORRIDOR;PASSING;PUBLIC ROOM;4427;CORRIDOR;PASSING;PUBLIC ROOM;2476;192;;58;3;T0765;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;T0765;59;192;9;LIMESTONE;D;8;0;2;1;NO;NO;INSIDE
766;DOORWAY;NO;CASE A GIARDINO APP 14 2;CORRIDOR;PASSING;PUBLIC ROOM;1081;STAIRWAY;PASSING;SERVICE ROOM;871;122;;42;3;T0766;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;T0766;45;122;30;LIMESTONE;C;0;0;0;0;NO;NO;INSIDE
767;WINDOW;NO;CASE A GIARDINO APP 14 2;GARDEN;STANDING;OPEN SPACES;4394;STAIRWAY;PASSING;SERVICE ROOM;871;83;;60;2;;;G;128;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
768;DOORWAY;NO;CASE A GIARDINO APP 14 2;GARDEN;STANDING;OPEN SPACES;4394;CORRIDOR;PASSING;PUBLIC ROOM;1081;123;;49;2;;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
769;DOORWAY;NO;CASE A GIARDINO APP 14 2;CORRIDOR;PASSING;PUBLIC ROOM;2476;CORRIDOR;PASSING;PUBLIC ROOM;1081;140;;;2;;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;;;;;;;;;;;;;INSIDE
770;DOORWAY;NO;CASE A GIARDINO APP 14 2;CORRIDOR;PASSING;PUBLIC ROOM;2476;UNDERSTAIR;STANDING;SERVICE ROOM;871;121;;;2;;;G;;NO;n.a.;CASE A GIARDINO APP 14 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;312;;;;;;;;;;;;;;;;;;;;;;INSIDE
771;DOORWAY;BETWEEN FLATS;CASE A GIARDINO APP 13 1;CORRIDOR;PASSING;PUBLIC ROOM;4427;CORRIDOR;PASSING;PUBLIC ROOM;2536;194;;59;3;T0771;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;T0771;59;191;10;LIMESTONE;D;9;0;2;1;NO;NO;INSIDE
772;DOORWAY;NO;CASE A GIARDINO APP 13 1;CORRIDOR;PASSING;PUBLIC ROOM;2536;UNDERSTAIR;STANDING;SERVICE ROOM;795;107;;43;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
773;DOORWAY;NO;CASE A GIARDINO APP 13 1;CORRIDOR;PASSING;PUBLIC ROOM;1078;UNDERSTAIR;STANDING;SERVICE ROOM;795;117;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
774;DOORWAY;NO;CASE A GIARDINO APP 13 1;CORRIDOR;PASSING;PUBLIC ROOM;1078;STAIRWAY;PASSING;SERVICE ROOM;795;119;;45;3;T0774;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;T0774;47;119;17;LIMESTONE;C;0;0;0;0;NO;NO;INSIDE
775;DOORWAY;NO;CASE A GIARDINO APP 13 1;GARDEN;STANDING;OPEN SPACES;4394;CORRIDOR;PASSING;PUBLIC ROOM;1078;147;;60;3;T0775;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;T0775;57;147;27;LIMESTONE;D;9;0;2;0;NO;NO;OUTSIDE
776;DOORWAY;NO;CASE A GIARDINO APP 13 1;MEDIANUM;PASSING;PUBLIC ROOM;5088;TRICLINIUM;STANDING;PUBLIC ROOM;2677;162;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
777;WINDOW;NO;CASE A GIARDINO APP 13 1;GARDEN;STANDING;OPEN SPACES;4394;TRICLINIUM;STANDING;PUBLIC ROOM;2677;137;;57;2;;;G;150;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
778;DOORWAY;NO;CASE A GIARDINO APP 13 1;CORRIDOR;PASSING;PUBLIC ROOM;2536;CUBICULUM;STANDING;PRIVATE ROOM;1705;117;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
779;DOORWAY;NO;CASE A GIARDINO APP 13 1;MEDIANUM;PASSING;PUBLIC ROOM;5088;CUBICULUM;STANDING;PRIVATE ROOM;1705;191;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
780;DOORWAY;NO;CASE A GIARDINO APP 13 1;MEDIANUM;PASSING;PUBLIC ROOM;5088;CUBICULUM;STANDING;PRIVATE ROOM;1505;191;;46;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
781;DOORWAY;NO;CASE A GIARDINO APP 13 1;MEDIANUM;PASSING;PUBLIC ROOM;5088;SERVICE ROOM;STANDING;SERVICE ROOM;516;117;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
782;DOORWAY;NO;CASE A GIARDINO APP 13 1;MEDIANUM;PASSING;PUBLIC ROOM;5088;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;193;;45;2;;;G;;YES;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
783;WINDOW;NO;CASE A GIARDINO APP 13 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;116;;60;2;;;G;132;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
784;WINDOW;NO;CASE A GIARDINO APP 13 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;147;;60;2;;;G;132;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
785;DOORWAY;NO;CASE A GIARDINO APP 13 1;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;SERVICE ROOM;STANDING;SERVICE ROOM;662;116;;59;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
786;WINDOW;NO;CASE A GIARDINO APP 13 1;GARDEN;STANDING;OPEN SPACES;4394;SERVICE ROOM;STANDING;SERVICE ROOM;662;133;;60;2;;;G;131;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
787;DOORWAY;NO;CASE A GIARDINO APP 13 1;CORRIDOR;PASSING;PUBLIC ROOM;2536;CORRIDOR;PASSING;PUBLIC ROOM;1078;131;;;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
788;DOORWAY;BETWEEN FLATS;CASE A GIARDINO APP 13 2;CORRIDOR;PASSING;PUBLIC ROOM;4427;CORRIDOR;PASSING;PUBLIC ROOM;2536;194;;59;3;T0788;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;T0788;59;191;10;LIMESTONE;D;9;0;2;1;NO;NO;INSIDE
789;DOORWAY;NO;CASE A GIARDINO APP 13 2;CORRIDOR;PASSING;PUBLIC ROOM;2536;UNDERSTAIR;STANDING;SERVICE ROOM;795;107;;43;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
790;DOORWAY;NO;CASE A GIARDINO APP 13 2;CORRIDOR;PASSING;PUBLIC ROOM;1078;UNDERSTAIR;STANDING;SERVICE ROOM;795;117;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
791;DOORWAY;NO;CASE A GIARDINO APP 13 2;CORRIDOR;PASSING;PUBLIC ROOM;1078;STAIRWAY;PASSING;SERVICE ROOM;795;119;;45;3;T0791;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;T0791;47;119;17;LIMESTONE;C;0;0;0;0;NO;NO;INSIDE
792;DOORWAY;NO;CASE A GIARDINO APP 13 2;GARDEN;STANDING;OPEN SPACES;4394;CORRIDOR;PASSING;PUBLIC ROOM;1078;147;;60;3;T0792;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;T0792;57;147;27;LIMESTONE;D;9;0;2;0;NO;NO;OUTSIDE
793;DOORWAY;NO;CASE A GIARDINO APP 13 2;CORRIDOR;PASSING;PUBLIC ROOM;2536;CORRIDOR;PASSING;PUBLIC ROOM;1078;131;;;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
794;DOORWAY;NO;CASE A GIARDINO APP 13 2;TRICLINIUM;STANDING;PUBLIC ROOM;2677;CORRIDOR;PASSING;PUBLIC ROOM;1078;79;166;44;4;;;G;;NO;A;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
795;DOORWAY;NO;CASE A GIARDINO APP 13 2;TRICLINIUM;STANDING;PUBLIC ROOM;2677;CORRIDOR;PASSING;PUBLIC ROOM;1078;114;184;44;4;;;G;;NO;A;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
796;WINDOW;NO;CASE A GIARDINO APP 13 2;GARDEN;STANDING;OPEN SPACES;4394;TRICLINIUM;STANDING;PUBLIC ROOM;2677;137;;57;2;;;G;150;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
797;DOORWAY;NO;CASE A GIARDINO APP 13 2;MEDIANUM;PASSING;PUBLIC ROOM;5088;TRICLINIUM;STANDING;PUBLIC ROOM;2677;162;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
798;DOORWAY;NO;CASE A GIARDINO APP 13 2;TRICLINIUM;STANDING;PUBLIC ROOM;2677;CORRIDOR;PASSING;PUBLIC ROOM;2536;78;170;44;4;;;G;;NO;A;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
799;DOORWAY;NO;CASE A GIARDINO APP 13 2;CORRIDOR;PASSING;PUBLIC ROOM;2536;CUBICULUM;STANDING;PRIVATE ROOM;1705;117;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
800;DOORWAY;NO;CASE A GIARDINO APP 13 2;MEDIANUM;PASSING;PUBLIC ROOM;5088;CUBICULUM;STANDING;PRIVATE ROOM;1705;191;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
801;DOORWAY;NO;CASE A GIARDINO APP 13 2;MEDIANUM;PASSING;PUBLIC ROOM;5088;CUBICULUM;STANDING;PRIVATE ROOM;1505;191;;46;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
802;DOORWAY;NO;CASE A GIARDINO APP 13 2;CUBICULUM;STANDING;PRIVATE ROOM;1505;SERVICE ROOM;STANDING;SERVICE ROOM;516;103;171;45;4;;;G;;NO;A;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
803;DOORWAY;NO;CASE A GIARDINO APP 13 2;MEDIANUM;PASSING;PUBLIC ROOM;5088;SERVICE ROOM;STANDING;SERVICE ROOM;516;117;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
804;DOORWAY;NO;CASE A GIARDINO APP 13 2;MEDIANUM;PASSING;PUBLIC ROOM;5088;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;193;;45;2;;;G;;YES;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
805;DOORWAY;NO;CASE A GIARDINO APP 13 2;MEDIANUM;PASSING;PUBLIC ROOM;5088;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;123;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
806;WINDOW;NO;CASE A GIARDINO APP 13 2;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;116;;60;2;;;G;132;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
807;WINDOW;NO;CASE A GIARDINO APP 13 2;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;147;;60;2;;;G;132;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
808;DOORWAY;NO;CASE A GIARDINO APP 13 2;RECEPTION ROOM;STANDING;PUBLIC ROOM;478;SERVICE ROOM;STANDING;SERVICE ROOM;662;116;;59;2;;;G;;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;INSIDE
809;WINDOW;NO;CASE A GIARDINO APP 13 2;GARDEN;STANDING;OPEN SPACES;4394;SERVICE ROOM;STANDING;SERVICE ROOM;662;133;;60;2;;;G;131;NO;n.a.;CASE A GIARDINO APP 13 2;MEDIANUM APARTMENT;III-IV AD;LATE EMPIRE;OSTIA;SURVEY;316;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
810;DOORWAY;BETWEEN FLATS;CASE A GIARDINO APP 16 1;CORRIDOR;PASSING;PUBLIC ROOM;4427;CORRIDOR;PASSING;PUBLIC ROOM;296;191;;61;3;T0810;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;T0810;60;190;9;LIMESTONE;D;85;0;2;1;NO;NO;INSIDE
811;DOORWAY;NO;CASE A GIARDINO APP 16 1;CORRIDOR;PASSING;PUBLIC ROOM;296;UNDERSTAIR;STANDING;SERVICE ROOM;1154;119;;41;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
812;DOORWAY;NO;CASE A GIARDINO APP 16 1;UNDERSTAIR;STANDING;SERVICE ROOM;1154;UNDERSTAIR;STANDING;SERVICE ROOM;759;135;;56;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
813;DOORWAY;NO;CASE A GIARDINO APP 16 1;CORRIDOR;PASSING;PUBLIC ROOM;1032;STAIRWAY;PASSING;SERVICE ROOM;759;135;;44;3;T0813;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;T0813;33;135;9;LIMESTONE;C;0;0;0;0;NO;NO;INSIDE
814;DOORWAY;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;CORRIDOR;PASSING;PUBLIC ROOM;1032;148;;74;3;T0814;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;T0814;60;148;29;LIMESTONE;C;0;0;1;0;NO;NO;OUTSIDE
815;DOORWAY;NO;CASE A GIARDINO APP 16 1;MEDIANUM;PASSING;PUBLIC ROOM;4888;TRICLINIUM;STANDING;PUBLIC ROOM;2814;163;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
816;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;MEDIANUM;PASSING;PUBLIC ROOM;4888;150;;60;2;;;G;138;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
817;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;TRICLINIUM;STANDING;PUBLIC ROOM;2814;141;;57;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
818;DOORWAY;NO;CASE A GIARDINO APP 16 1;MEDIANUM;PASSING;PUBLIC ROOM;4888;CUBICULUM;STANDING;PRIVATE ROOM;1597;193;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
819;DOORWAY;NO;CASE A GIARDINO APP 16 1;MEDIANUM;PASSING;PUBLIC ROOM;4888;CUBICULUM;STANDING;PRIVATE ROOM;1471;191;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
820;DOORWAY;NO;CASE A GIARDINO APP 16 1;MEDIANUM;PASSING;PUBLIC ROOM;4888;SERVICE ROOM;STANDING;SERVICE ROOM;469;132;;45;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
821;DOORWAY;NO;CASE A GIARDINO APP 16 1;MEDIANUM;PASSING;PUBLIC ROOM;4888;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;253;;44;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
822;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;143;;61;2;;;G;133;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
823;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;149;;61;2;;;G;135;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
824;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;143;;61;2;;;G;130;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
825;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;149;;60;2;;;G;135;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
826;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;147;;59;2;;;G;134;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
827;WINDOW;NO;CASE A GIARDINO APP 16 1;GARDEN;STANDING;OPEN SPACES;4394;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;147;;61;2;;;G;136;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;OUTSIDE
828;DOORWAY;NO;CASE A GIARDINO APP 16 1;RECEPTION ROOM;STANDING;PUBLIC ROOM;4792;SERVICE ROOM;STANDING;SERVICE ROOM;1113;119;;60;2;;;G;;NO;n.a.;CASE A GIARDINO APP 16 1;MEDIANUM APARTMENT;II AD;MIDDLE EMPIRE;OSTIA;SURVEY;335;;;;;;;;;;;;;;;;;;;;;;INSIDE
