Opening Id,Type,Peculiar Type,House Id,Bigger Area Room,Outside Inside Facing,Passing Standing Bigger Room,Bigger Area Room Type,Bigger Area Room m2,Smaller Area Room,Passing Standing Smaller Room,Smaller Area Room Type,Smaller Area Room m2,Width (cm),Height (cm),Length (cm),Level of Preservation,Id Threshold Sill,Id Lintel,Floor,Distance from Ground (cm),Frame Trace,Lintel Type,House Id:1,House Type,Date,Period,Town,Data Method,Total Square Meter (m2),Id Lintel:1,Lintel Length (cm),Lintel Width (cm),Lintel Thickness (cm),Lintel Material,Lintel Doorstop Width (cm),Lintel Tenon Hole Number,Lintel Hinge Hole Number,Lintel Bolt Hole Number,Id Threshold Sill:1,Threshold Sill Length (cm),Threshold Sill Width (cm),Threshold Sill Thickness (cm),Threshold Sill Material,Threshold Sill Type,Threshold Sill Doorstop Width (cm),Threshold Sill Tenon Hole Number,Threshold Sill Hinge Hole Number,Threshold Sill Bolt Hole Number,Threshold Sill Shutter Erosion,Threshold Sill Folding Door Channel
914,DOORWAY,NO,CASE A GIARDINO APP 10 1,MEDIANUM,INSIDE,PASSING,PUBLIC ROOM,90.73,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,170,212,45,4,,,G,,YES,E,CASE A GIARDINO APP 10 1,MEDIANUM APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
915,WINDOW,NO,CASE A GIARDINO APP 10 1,STREET,OUTSIDE,PASSING,OPEN SPACES,,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,120,194,60,4,,,G,158,NO,E,CASE A GIARDINO APP 10 1,MEDIANUM APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
916,WINDOW,NO,CASE A GIARDINO APP 10 1,STREET,OUTSIDE,PASSING,OPEN SPACES,,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,121,194,60,4,,,G,158,NO,E,CASE A GIARDINO APP 10 1,MEDIANUM APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
917,WINDOW,NO,CASE A GIARDINO APP 10 1,STREET,OUTSIDE,PASSING,OPEN SPACES,,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,114,194,60,4,,,G,158,NO,E,CASE A GIARDINO APP 10 1,MEDIANUM APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
924,DOORWAY,NO,CASE A GIARDINO APP 10 2,STREET,OUTSIDE,PASSING,OPEN SPACES,,CORRIDOR,PASSING,PUBLIC ROOM,19.54,148,249,59,5,T0924,,G,,NO,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,T0924,56,148,10,LIMESTONE,D,10,0,3,1,NO,NO
928,WINDOW,NO,CASE A GIARDINO APP 10 2,STREET,OUTSIDE,PASSING,OPEN SPACES,,UNDERSTAIR,STANDING,SERVICE ROOM,6.32,89,117,59,4,,,G,132,NO,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
931,DOORWAY,NO,CASE A GIARDINO APP 10 2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,21.82,CORRIDOR,PASSING,PUBLIC ROOM,19.54,94,167,45,4,,,G,,NO,B,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
932,DOORWAY,NO,CASE A GIARDINO APP 10 2,MEDIANUM,INSIDE,PASSING,PUBLIC ROOM,90.73,RECEPTION ROOM,STANDING,PUBLIC ROOM,21.82,102,228,44,4,,,G,,NO,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
933,WINDOW,NO,CASE A GIARDINO APP 10 2,STREET,OUTSIDE,PASSING,OPEN SPACES,,RECEPTION ROOM,STANDING,PUBLIC ROOM,21.82,148,187,59,4,,,G,167,NO,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
944,DOORWAY,NO,CASE A GIARDINO APP 10 2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,54.42,TABERNA,STANDING,PUBLIC ROOM,36.29,116,226,45,4,,,G,,YES,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
946,DOORWAY,NO,CASE A GIARDINO APP 10 2,MEDIANUM,INSIDE,PASSING,PUBLIC ROOM,90.73,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,148,212,45,4,,,G,,YES,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
947,WINDOW,NO,CASE A GIARDINO APP 10 2,STREET,OUTSIDE,PASSING,OPEN SPACES,,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,120,194,60,4,,,G,158,NO,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
948,WINDOW,NO,CASE A GIARDINO APP 10 2,STREET,OUTSIDE,PASSING,OPEN SPACES,,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,121,194,60,4,,,G,158,NO,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
949,WINDOW,NO,CASE A GIARDINO APP 10 2,STREET,OUTSIDE,PASSING,OPEN SPACES,,RECEPTION ROOM,STANDING,PUBLIC ROOM,54.42,114,194,60,4,,,G,158,NO,E,CASE A GIARDINO APP 10 2,MEDIANUM APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,461,,,,,,,,,,,,,,,,,,,,,
957,DOORWAY,NO,DOMUS  DELL AQUILA,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,16.47,LARARIUM,STANDING,PRIVATE ROOM,14.07,133,217,40,5,T0957,,G,,NO,E,DOMUS  DELL AQUILA,DOMUS,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,210,,,,,,,,,,T0957,27,133,8,MARBLE,C,0,0,0,0,NO,NO
958,DOORWAY,NO,DOMUS  DELL AQUILA,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,16.47,CORRIDOR,PASSING,PUBLIC ROOM,16.4,159,210,45,5,T0958,,G,,NO,E,DOMUS  DELL AQUILA,DOMUS,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,210,,,,,,,,,,T0958,58,159,,MARBLE,C,0,0,2,0,NO,NO
960,DOORWAY,NO,DOMUS  DELL AQUILA,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,19.06,CUBICULUM,STANDING,PRIVATE ROOM,12.63,129,192,60,3,T0960,,G,,NO,E,DOMUS  DELL AQUILA,DOMUS,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,210,,,,,,,,,,T0960,56,129,,MARBLE,C,0,0,0,0,NO,NO
968,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,42.61,165,261,48,5,T0968,,G,,NO,G,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,T0968,48,165,14,OTHER STONE,C,0,0,0,0,NO,NO
969,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,42.61,221,287,52,5,T0969,,G,,NO,G,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,T0969,52,187,14,MARBLE,C,0,0,0,0,NO,NO
970,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,42.61,166,261,55,5,T0970,,G,,NO,G,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,T0970,55,166,19,MARBLE,C,0,0,0,0,NO,NO
971,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,STAIRWAY,PASSING,SERVICE ROOM,6.16,89,252,60,4,,,G,,NO,E,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,,,,,,,,,,
973,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 1,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,17,49,40,4,,,G,,NO,A,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,,,,,,,,,,
974,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 1,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,14,35,35,4,,,G,,NO,A,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,,,,,,,,,,
978,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,CORRIDOR,PASSING,PUBLIC ROOM,9.01,115,206,59,5,T0978,,G,,YES,E,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,T0978,27,115,8,OTHER STONE,A,8,0,1,0,NO,NO
982,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,9.01,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,100,186,60,4,,,G,,NO,C,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,,,,,,,,,,
983,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 1,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,20.53,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,30,40,45,4,,,G,174,NO,A,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,,,,,,,,,,
984,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,225,254,44,4,,,G,,NO,E,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,,,,,,,,,,,,
986,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 1,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,48.99,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,116,219,45,5,T0986,,G,,NO,E,DOMUS DELLA FORTUNA ANNONARIA 1,DOMUS,II-III AD,MIDDLE EMPIRE,OSTIA,SURVEY,1331,,,,,,,,,,T0986,42,116,3,MARBLE,C,0,0,2,0,NO,NO
1006,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,165,261,48,5,T1006,,G,,NO,G,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,T1006,48,165,14,OTHER STONE,C,0,0,0,0,NO,NO
1007,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,221,287,52,5,T1007,,G,,NO,G,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,T1007,52,187,14,MARBLE,C,0,0,0,0,NO,NO
1008,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,56.83,166,261,55,5,T1008,,G,,NO,G,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,T1008,55,166,19,MARBLE,C,0,0,0,0,NO,NO
1009,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,STAIRWAY,PASSING,SERVICE ROOM,6.16,89,252,60,4,,,G,,NO,E,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,,,,,,,,,,
1011,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,56.83,SERVICE ROOM,STANDING,SERVICE ROOM,32.72,95,199,41,5,T1011,,G,,NO,E,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,T1011,58,95,6,MARBLE,C,0,0,0,0,NO,NO
1012,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,17,49,40,4,,,G,,NO,A,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,,,,,,,,,,
1013,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,59.29,LATRINA,STANDING,SERVICE ROOM,5.36,14,35,35,4,,,G,,NO,A,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,,,,,,,,,,
1018,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,CORRIDOR,PASSING,PUBLIC ROOM,9.01,115,206,59,5,T1018,,G,,YES,E,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,T1018,27,115,8,OTHER STONE,A,8,0,1,0,NO,NO
1022,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,CORRIDOR,INSIDE,PASSING,PUBLIC ROOM,9.01,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,100,186,60,4,,,G,,NO,C,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,,,,,,,,,,
1023,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,20.53,SERVICE ROOM,STANDING,SERVICE ROOM,8.33,30,40,45,4,,,G,174,NO,A,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,,,,,,,,,,
1024,WINDOW,NO,DOMUS DELLA FORTUNA ANNONARIA 2,PORTICUS,INSIDE,PASSING,PUBLIC ROOM,128.03,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,225,164,44,4,,,G,90,NO,E,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,,,,,,,,,,,,
1026,DOORWAY,NO,DOMUS DELLA FORTUNA ANNONARIA 2,RECEPTION ROOM,INSIDE,STANDING,PUBLIC ROOM,48.99,RECEPTION ROOM,STANDING,PUBLIC ROOM,20.53,116,219,45,5,T1026,,G,,NO,E,DOMUS DELLA FORTUNA ANNONARIA 2,DOMUS,IV AD,LATE EMPIRE,OSTIA,SURVEY,1153,,,,,,,,,,T1026,42,116,3,MARBLE,C,0,0,2,0,NO,NO
1037,DOORWAY,NO,CASEGGIATO DEL SOLE 1,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,36.02,TABERNA,STANDING,PUBLIC ROOM,29.8,86,218,53,5,T1037,L1037,G,,NO,F,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,L1037,108,53,15,WOOD,,,,,T1037,59,86,,BRICK,C,0,0,0,0,NO,NO
1038,DOORWAY,NO,CASEGGIATO DEL SOLE 1,COURT,OUTSIDE,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,133,244,60,4,,L1038,G,,NO,F,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,L1038,174,60,12,WOOD,,,,,,,,,,,,,,,,
1039,DOORWAY,NO,CASEGGIATO DEL SOLE 1,COURT,OUTSIDE,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,104,298,60,4,,L1039,G,,NO,F,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,L1039,371,60,12,WOOD,,,,,,,,,,,,,,,,
1040,WINDOW,NO,CASEGGIATO DEL SOLE 1,COURT,OUTSIDE,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,127,175,60,4,,L1040,G,137,NO,F,CASEGGIATO DEL SOLE 1,SHOP APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,94,L1040,371,60,12,WOOD,,,,,,,,,,,,,,,,
1042,DOORWAY,NO,CASEGGIATO DEL SOLE 5,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,36.02,TABERNA,STANDING,PUBLIC ROOM,29.8,86,218,53,5,T1042,L1042,G,,NO,F,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,L1042,108,53,15,WOOD,,,,,T1042,59,86,,BRICK,C,0,0,0,0,NO,NO
1043,DOORWAY,NO,CASEGGIATO DEL SOLE 5,COURT,OUTSIDE,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,104,298,60,4,,L1043,G,,NO,F,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,L1043,371,60,12,WOOD,,,,,,,,,,,,,,,,
1044,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DEL SOLE 5,COURT,OUTSIDE,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,38,91,60,4,,,G,221,NO,A,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,,,,,,,,,,
1045,WINDOW,WOLF MOUTH WINDOW,CASEGGIATO DEL SOLE 5,COURT,OUTSIDE,STANDING,OPEN SPACES,40.19,CUBICULUM,STANDING,PRIVATE ROOM,36.02,39,91,60,4,,,G,221,NO,A,CASEGGIATO DEL SOLE 5,SHOP APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,94,,,,,,,,,,,,,,,,,,,,,
1047,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,37.19,TABERNA,STANDING,PUBLIC ROOM,28.12,99,196,58,5,T1047,L1047,G,,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1047,145,58,12,WOOD,,,,,T1047,37,99,6,LIMESTONE,D,8,0,2,0,NO,NO
1051,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,187,59,4,,L1051,G,101,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1051,177,59,11,WOOD,,,,,,,,,,,,,,,,
1052,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,166,59,4,,L1052,G,101,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1052,157,59,11,WOOD,,,,,,,,,,,,,,,,
1053,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,45.54,CUBICULUM,STANDING,PRIVATE ROOM,37.19,118,196,59,4,,L1053,G,,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1053,179,59,9,WOOD,,,,,,,,,,,,,,,,
1054,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,37.19,TABERNA,STANDING,PUBLIC ROOM,29.02,102,186,60,5,T1054,L1054,G,,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1054,149,60,18,WOOD,,,,,T1054,29,102,13,LIMESTONE,D,6,0,1,0,NO,NO
1057,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,45.54,TABERNA,STANDING,PUBLIC ROOM,28.4,106,193,60,5,T1057,L1057,G,,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1057,152,60,10,WOOD,,,,,T1057,28,106,9,LIMESTONE,E,8,0,1,0,NO,NO
1058,DOORWAY,NO,CASEGGIATO DEL SOLE 2,TABERNA,INSIDE,STANDING,PUBLIC ROOM,29.02,TABERNA,STANDING,PUBLIC ROOM,28.4,104,176,60,4,,,G,,NO,D,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,,,,,,,,,,,,,,,,,,,,,
1059,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,45.54,TABERNA,STANDING,PUBLIC ROOM,27.55,102,200,59,4,,L1059,G,,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1059,162,59,16,WOOD,,,,,,,,,,,,,,,,
1060,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,45.54,TABERNA,STANDING,PUBLIC ROOM,38.07,101,190,60,4,,L1060,G,,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1060,166,60,10,WOOD,,,,,,,,,,,,,,,,
1061,DOORWAY,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,OUTSIDE,STANDING,PRIVATE ROOM,45.54,COURT,STANDING,OPEN SPACES,36.82,118,191,60,5,T1061,L1061,G,,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1061,175,60,10,WOOD,,,,,T1061,45,118,15,LIMESTONE,D,8,0,2,1,NO,NO
1062,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,OUTSIDE,STANDING,PRIVATE ROOM,45.54,COURT,STANDING,OPEN SPACES,36.82,114,168,59,4,,L1062,G,117,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1062,154,59,10,WOOD,,,,,,,,,,,,,,,,
1063,WINDOW,NO,CASEGGIATO DEL SOLE 2,CUBICULUM,OUTSIDE,STANDING,PRIVATE ROOM,45.54,COURT,STANDING,OPEN SPACES,36.82,117,188,58,4,,L1063,G,100,NO,F,CASEGGIATO DEL SOLE 2,APARTMENT,II AD,MIDDLE EMPIRE,OSTIA,SURVEY,303,L1063,147,58,10,WOOD,,,,,,,,,,,,,,,,
1066,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,14.91,TABERNA,STANDING,PUBLIC ROOM,28.12,99,196,58,5,T1066,L1066,G,,NO,F,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,L1066,145,58,12,WOOD,,,,,T1066,37,99,6,LIMESTONE,D,8,0,2,0,NO,NO
1070,WINDOW,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,21.67,CUBICULUM,STANDING,PRIVATE ROOM,20.7,118,166,59,4,,L1070,G,101,NO,F,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,L1070,157,59,11,WOOD,,,,,,,,,,,,,,,,
1071,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,21.67,CUBICULUM,STANDING,PRIVATE ROOM,20.7,118,196,59,4,,L1071,G,,NO,F,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,L1071,179,59,9,WOOD,,,,,,,,,,,,,,,,
1072,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,20.7,TABERNA,STANDING,PUBLIC ROOM,29.02,102,186,60,5,T1072,L1072,G,,NO,F,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,L1072,149,60,18,WOOD,,,,,T1072,29,102,13,LIMESTONE,D,6,0,1,0,NO,NO
1074,DOORWAY,NO,CASEGGIATO DEL SOLE 6,CUBICULUM,INSIDE,STANDING,PRIVATE ROOM,21.67,TABERNA,STANDING,PUBLIC ROOM,28.4,106,193,60,5,T1074,L1074,G,,NO,F,CASEGGIATO DEL SOLE 6,APARTMENT,III-IV AD,LATE EMPIRE,OSTIA,SURVEY,303,L1074,152,60,10,WOOD,,,,,T1074,28,106,9,LIMESTONE,E,8,0,1,0,NO,NO
